speaker,vowel,F1_50,F2_50,participant_age_category,participant_gender,participant_nz_ethnic,word_freq,word,time,vowel_duration,articulation_rate,following_segment_category,amplitude
QB_NZ_F_560,KIT,506,2008,36-45,F,NZ European,420,word_19024,133.954,0.07,5.7057,other,67.59448728550645
QB_NZ_F_560,DRESS,429,2196,36-45,F,NZ European,33749,word_11962,134.794,0.04,5.7057,other,68.20020841775039
QB_NZ_F_560,DRESS,480,2431,36-45,F,NZ European,644,word_33053,135.104,0.12,5.7057,labial,71.22780433185892
QB_NZ_F_560,NURSE,406,1848,36-45,F,NZ European,520,word_13029,136.633,0.16,4.6358,velar,67.36693657125728
QB_NZ_F_560,FLEECE,412,2100,36-45,F,NZ European,4546,word_31236,137.703,0.09,4.6358,other,64.83937374177538
QB_NZ_F_560,KIT,551,1934,36-45,F,NZ European,5677,word_32402,138.703,0.09,4.6358,velar,68.08427188673512
QB_NZ_F_560,START,785,1695,36-45,F,NZ European,340,word_12715,139.673,0.1,4.6358,velar,66.21823580527352
QB_NZ_F_560,STRUT,679,1568,36-45,F,NZ European,3200,word_11827,140.543,0.04,4.6358,labial,63.39815295270041
QB_NZ_F_560,DRESS,390,2293,36-45,F,NZ European,17343,word_41221,142.387,0.07,5.1724,other,69.32943919583253
QB_NZ_F_560,KIT,533,1987,36-45,F,NZ European,5677,word_32402,142.937,0.08,5.1724,velar,66.52603033401196
QB_NZ_F_560,LOT,522,1051,36-45,F,NZ European,328,word_41388,144.677,0.03,5.1724,labial,66.26952000698562
QB_NZ_F_560,TRAP,611,2043,36-45,F,NZ European,1702,word_41915,145.327,0.06,5.1724,velar,70.7968377437937
QB_NZ_F_560,DRESS,427,2169,36-45,F,NZ European,4628,word_39991,149.659,0.06,5.9524,velar,64.61842507595821
QB_NZ_F_560,THOUGHT,425,895,36-45,F,NZ European,2888,word_23829,150.039,0.15,5.9524,other,65.91655586933233
QB_NZ_F_560,GOOSE,387,1820,36-45,F,NZ European,24552,word_46139,151.239,0.06,5.9524,other,60.01860564397825
QB_NZ_F_560,DRESS,419,2235,36-45,F,NZ European,4628,word_39991,152.129,0.06,5.9524,velar,66.71977904430894
QB_NZ_F_560,THOUGHT,452,931,36-45,F,NZ European,2888,word_23829,152.469,0.14,5.9524,other,66.4644442780216
QB_NZ_F_560,LOT,641,1154,36-45,F,NZ European,455,word_25086,153.257,0.06,4.0541,velar,69.21078590261276
QB_NZ_F_560,LOT,540,1084,36-45,F,NZ European,552,word_47943,153.627,0.1,4.0541,velar,71.14300487229752
QB_NZ_F_560,STRUT,748,1701,36-45,F,NZ European,5684,word_16127,159.409,0.09,5.8997,labial,65.32299545000649
QB_NZ_F_560,DRESS,445,2309,36-45,F,NZ European,515,word_41377,161.469,0.09,5.8997,other,73.06019661871103
QB_NZ_F_560,FOOT,493,1391,36-45,F,NZ European,4265,word_34079,161.899,0.07,5.8997,other,66.77971381922693
QB_NZ_F_560,THOUGHT,409,782,36-45,F,NZ European,780,word_16092,162.089,0.23,5.8997,velar,69.16761359467785
QB_NZ_F_560,LOT,573,1198,36-45,F,NZ European,3080,word_43875,162.709,0.08,5.1471,other,69.72461014020332
QB_NZ_F_560,FLEECE,440,2317,36-45,F,NZ European,43071,word_21555,166.039,0.08,5.1471,other,69.11488155173052
QB_NZ_F_560,DRESS,435,2369,36-45,F,NZ European,33749,word_11962,166.749,0.07,5.1471,other,65.34816785708541
QB_NZ_F_560,LOT,563,1198,36-45,F,NZ European,4100,word_11702,167.919,0.03,5.1471,other,63.72283495865926
QB_NZ_F_560,START,802,1654,36-45,F,NZ European,416,word_27385,168.189,0.1,5.1471,labial,66.80201095723827
QB_NZ_F_560,LOT,629,1168,36-45,F,NZ European,3080,word_43875,174.993,0.07,5.1205,other,70.00161293696438
QB_NZ_F_560,KIT,527,1960,36-45,F,NZ European,3510,word_37183,178.433,0.05,5.1205,velar,66.18863429478941
QB_NZ_F_560,LOT,531,1135,36-45,F,NZ European,455,word_25086,181.163,0.07,5.1205,velar,63.533357473236045
QB_NZ_F_560,LOT,625,1146,36-45,F,NZ European,552,word_47943,181.513,0.07,5.1205,velar,67.52743035529032
QB_NZ_F_560,FLEECE,430,2422,36-45,F,NZ European,26215,word_38735,185.82,0.11,5.0314,labial,68.45263812872581
QB_NZ_F_560,STRUT,769,1591,36-45,F,NZ European,7480,word_42646,189.385,0.14,5.8925,velar,68.49069669501733
QB_NZ_F_560,LOT,637,1286,36-45,F,NZ European,4460,word_38883,190.155,0.09,5.8925,labial,67.55961881009628
QB_NZ_F_560,FLEECE,367,2380,36-45,F,NZ European,22697,word_33947,191.215,0.07,5.8925,other,68.49865784442919
QB_NZ_F_560,LOT,618,1073,36-45,F,NZ European,2881,word_32451,192.645,0.11,5.8925,labial,63.51477976966746
QB_NZ_F_560,KIT,573,1605,36-45,F,NZ European,84,word_10877,192.925,0.04,5.8925,labial,70.18346907616856
QB_NZ_F_560,NURSE,425,2000,36-45,F,NZ European,3524,word_27018,193.345,0.07,5.8925,velar,62.45205404776275
QB_NZ_F_560,DRESS,390,2247,36-45,F,NZ European,216,word_43650,194.576,0.05,4.8632,other,69.67973700739574
QB_NZ_F_560,FLEECE,356,2247,36-45,F,NZ European,22697,word_33947,195.196,0.08,4.8632,other,68.03254953429072
QB_NZ_F_560,FLEECE,399,2497,36-45,F,NZ European,26215,word_38735,195.716,0.12,4.8632,labial,65.85163670352404
QB_NZ_F_560,FOOT,497,1561,36-45,F,NZ European,4265,word_34079,198.366,0.04,4.8632,other,64.31055792955046
QB_NZ_F_560,TRAP,546,2122,36-45,F,NZ European,513,word_34956,198.626,0.09,4.8632,other,60.5594653544994
QB_NZ_F_560,DRESS,420,2396,36-45,F,NZ European,4662,word_26751,201.369,0.08,6.0209,other,64.3519109914982
QB_NZ_F_560,FLEECE,451,2329,36-45,F,NZ European,22697,word_33947,204.106,0.04,5.3892,other,70.18427491319795
QB_NZ_F_560,STRUT,644,1507,36-45,F,NZ European,7480,word_42646,204.356,0.11,5.3892,velar,67.43190603927994
QB_NZ_F_560,LOT,560,1097,36-45,F,NZ European,4460,word_38883,205.986,0.08,5.3892,labial,62.838617964163475
QB_NZ_F_560,TRAP,632,1923,36-45,F,NZ European,1649,word_40720,207.326,0.11,5.3892,labial,68.25175312151845
QB_NZ_F_560,KIT,559,1826,36-45,F,NZ European,5476,word_43214,208.716,0.03,6.9767,velar,60.441181678155516
QB_NZ_F_560,KIT,544,1826,36-45,F,NZ European,5237,word_25046,211.746,0.09,6.9767,other,65.85240639722218
QB_NZ_F_560,DRESS,423,2319,36-45,F,NZ European,3967,word_32943,215.129,0.06,5.1282,other,69.06827856442068
QB_NZ_F_560,DRESS,449,2320,36-45,F,NZ European,5236,word_29916,215.379,0.06,5.1282,other,67.06475958915105
QB_NZ_F_560,TRAP,659,2085,36-45,F,NZ European,1285,word_17225,216.715,0.1,6.1281,other,72.67356956461556
QB_NZ_F_560,FLEECE,375,2323,36-45,F,NZ European,48589,word_40466,217.735,0.06,6.1281,other,67.96932726102142
QB_NZ_F_560,TRAP,620,2115,36-45,F,NZ European,1285,word_17225,219.225,0.08,6.1281,other,69.04450454582542
QB_NZ_F_560,KIT,442,1684,36-45,F,NZ European,1004,word_14917,221.188,0.11,3.7162,other,69.84821086833404
QB_NZ_F_560,TRAP,665,2192,36-45,F,NZ European,1285,word_17225,224.953,0.25,3.8168,other,70.3874961244906
QB_NZ_F_560,STRUT,693,1508,36-45,F,NZ European,835,word_27880,228.796,0.05,6.8894,velar,72.5570926898013
QB_NZ_F_560,STRUT,660,1532,36-45,F,NZ European,2255,word_48274,229.536,0.03,6.8894,other,67.11600922781231
QB_NZ_F_560,STRUT,671,1700,36-45,F,NZ European,1154,word_26889,230.176,0.07,6.8894,labial,64.23455630217403
QB_NZ_F_560,START,750,1551,36-45,F,NZ European,182,word_39658,232.356,0.16,6.8894,other,68.33351416085023
QB_NZ_F_560,TRAP,578,2069,36-45,F,NZ European,2343,word_24657,232.796,0.03,6.8894,other,62.30686624261488
QB_NZ_F_560,FLEECE,369,2406,36-45,F,NZ European,48589,word_40466,232.976,0.07,6.8894,other,65.74431909892535
QB_NZ_F_560,GOOSE,456,1646,36-45,F,NZ European,5465,word_22343,233.126,0.1,6.8894,other,62.68199612571575
QB_NZ_F_560,STRUT,516,1560,36-45,F,NZ European,2255,word_48274,233.536,0.05,6.8894,other,64.47970819114677
QB_NZ_F_560,DRESS,425,2263,36-45,F,NZ European,644,word_33053,240.731,0.1,3.663,labial,66.94854835729947
QB_NZ_F_560,STRUT,866,1576,36-45,F,NZ European,237,word_12247,243.063,0.05,4.2424,other,67.92260987396315
QB_NZ_F_560,LOT,660,1132,36-45,F,NZ European,521,word_47425,244.823,0.1,4.2424,labial,70.58017770691406
QB_NZ_F_560,THOUGHT,417,1014,36-45,F,NZ European,1736,word_23137,245.673,0.16,4.2424,other,65.28632942929627
QB_NZ_F_560,FLEECE,406,2272,36-45,F,NZ European,5352,word_27355,246.083,0.1,4.2424,other,67.17840548762847
QB_NZ_F_560,FLEECE,399,2429,36-45,F,NZ European,3458,word_19979,246.223,0.12,4.2424,other,67.28358165850393
QB_NZ_F_560,FLEECE,417,1849,36-45,F,NZ European,770,word_20197,246.383,0.11,4.2424,labial,64.97825906268
QB_NZ_F_560,GOOSE,471,1743,36-45,F,NZ European,819,word_11096,251.106,0.22,5.6604,other,64.09879253913233
QB_NZ_F_560,LOT,656,1204,36-45,F,NZ European,5724,word_42963,253.287,0.07,4.7619,other,66.6822489896415
QB_NZ_F_560,FOOT,379,1588,36-45,F,NZ European,4265,word_34079,254.267,0.03,4.7619,other,63.829877104251636
QB_NZ_F_560,FLEECE,412,2298,36-45,F,NZ European,5242,word_35813,254.527,0.06,4.7619,other,65.36142581074866
QB_NZ_F_560,DRESS,413,2484,36-45,F,NZ European,6937,word_14984,254.587,0.06,4.7619,other,67.15179736889013
QB_NZ_F_560,STRUT,759,1654,36-45,F,NZ European,762,word_12098,255.167,0.12,4.7619,other,66.26781160018818
QB_NZ_F_560,LOT,673,1162,36-45,F,NZ European,3080,word_43875,257.168,0.08,5.298,other,73.85585454573359
QB_NZ_F_560,STRUT,816,1488,36-45,F,NZ European,237,word_12247,257.548,0.05,5.298,other,68.2818636047847
QB_NZ_F_560,KIT,595,1743,36-45,F,NZ European,2462,word_11231,260.158,0.06,6.4179,velar,68.29183282759202
QB_NZ_F_560,DRESS,448,2534,36-45,F,NZ European,4005,word_12297,261.158,0.1,6.4179,other,71.60274232801774
QB_NZ_F_560,STRUT,745,1621,36-45,F,NZ European,237,word_12247,261.718,0.05,6.4179,other,68.94823914344052
QB_NZ_F_560,FLEECE,385,2518,36-45,F,NZ European,43071,word_21555,262.318,0.07,6.4179,other,66.95597896106011
QB_NZ_F_560,TRAP,576,2149,36-45,F,NZ European,785,word_33612,262.988,0.11,6.4179,labial,71.2868739043364
QB_NZ_F_560,KIT,448,1907,36-45,F,NZ European,10234,word_14100,264.608,0.04,6.4179,other,67.95846574965145
QB_NZ_F_560,FLEECE,445,2346,36-45,F,NZ European,23445,word_22928,264.738,0.04,6.4179,other,67.02006455685189
QB_NZ_F_560,KIT,637,1715,36-45,F,NZ European,5476,word_43214,265.108,0.11,6.4179,velar,71.86286063145317
QB_NZ_F_560,LOT,656,1076,36-45,F,NZ European,683,word_15142,265.868,0.14,6.4179,velar,66.34410942570543
QB_NZ_F_560,STRUT,578,1730,36-45,F,NZ European,3645,word_45586,266.605,0.04,5.7554,labial,67.23403862104163
QB_NZ_F_560,THOUGHT,455,932,36-45,F,NZ European,438,word_31873,267.215,0.08,5.7554,other,62.853847752139835
QB_NZ_F_560,KIT,463,1816,36-45,F,NZ European,10234,word_14100,267.595,0.05,5.7554,other,65.48963852330508
QB_NZ_F_560,FLEECE,379,2483,36-45,F,NZ European,23445,word_22928,267.805,0.14,5.7554,other,68.42590218699776
QB_NZ_F_560,NURSE,414,1992,36-45,F,NZ European,178,word_16548,268.525,0.13,5.7554,other,69.16822261237583
QB_NZ_F_560,FLEECE,482,2298,36-45,F,NZ European,43071,word_21555,268.855,0.16,5.7554,other,66.26448220706315
QB_NZ_F_560,START,716,1634,36-45,F,NZ European,726,word_49595,271.969,0.1,5.5351,other,70.41943247166817
QB_NZ_F_560,THOUGHT,466,1102,36-45,F,NZ European,1736,word_23137,274.079,0.11,5.5351,other,68.01595032021733
QB_NZ_F_560,TRAP,672,2008,36-45,F,NZ European,4455,word_31037,274.689,0.12,5.5351,other,72.10813420217592
QB_NZ_F_560,FLEECE,407,2394,36-45,F,NZ European,3458,word_19979,275.259,0.11,5.5351,other,69.42058536807644
QB_NZ_F_560,FLEECE,369,2545,36-45,F,NZ European,2300,word_13294,275.399,0.08,5.5351,other,68.31209016599755
QB_NZ_F_560,TRAP,628,2141,36-45,F,NZ European,187,word_48893,275.849,0.07,5.5351,other,73.5814690313857
QB_NZ_F_560,GOOSE,392,1862,36-45,F,NZ European,19011,word_44272,276.129,0.05,5.5351,labial,69.51773669242569
QB_NZ_F_560,STRUT,685,1403,36-45,F,NZ European,34640,word_19184,276.239,0.06,5.5351,other,65.13337010532092
QB_NZ_F_560,THOUGHT,460,1143,36-45,F,NZ European,2316,word_19468,276.666,0.09,5.5556,other,62.14511644948647
QB_NZ_F_560,LOT,666,1120,36-45,F,NZ European,56,word_36056,276.856,0.09,5.5556,other,70.40608272859035
QB_NZ_F_560,START,804,1540,36-45,F,NZ European,4944,word_12910,277.486,0.17,5.5556,other,70.85673388203529
QB_NZ_F_560,START,814,1490,36-45,F,NZ European,910,word_33136,279.526,0.09,5.5556,other,65.47483614093973
QB_NZ_F_560,DRESS,435,2297,36-45,F,NZ European,9931,word_38744,284.339,0.07,5.8288,other,64.92166258375055
QB_NZ_F_560,THOUGHT,467,890,36-45,F,NZ European,4678,word_18969,285.909,0.22,5.8288,other,72.31907404571457
QB_NZ_F_560,FLEECE,378,2235,36-45,F,NZ European,111471,word_35461,286.629,0.05,5.8288,velar,68.14289054614525
QB_NZ_F_560,FOOT,572,1383,36-45,F,NZ European,1824,word_47645,288.296,0.11,4.9587,velar,72.7854541792034
QB_NZ_F_560,FLEECE,441,2061,36-45,F,NZ European,48589,word_40466,291.149,0.05,5.5472,other,70.00889800337373
QB_NZ_F_560,LOT,654,1378,36-45,F,NZ European,5724,word_42963,291.489,0.07,5.5472,other,73.34668732220015
QB_NZ_F_560,NURSE,409,2180,36-45,F,NZ European,812,word_34342,294.369,0.06,5.5472,other,65.01720666764598
QB_NZ_F_560,FLEECE,494,2227,36-45,F,NZ European,6750,word_27207,295.929,0.11,5.5472,other,67.82487328480227
QB_NZ_F_560,FLEECE,409,2603,36-45,F,NZ European,57,word_10180,297.049,0.07,5.5472,labial,66.29016995360072
QB_NZ_F_560,DRESS,399,2269,36-45,F,NZ European,16068,word_30844,297.727,0.08,7.3314,other,70.76510021041425
QB_NZ_F_560,DRESS,417,2499,36-45,F,NZ European,530,word_30788,297.947,0.15,7.3314,other,67.9103567465016
QB_NZ_F_560,LOT,575,1452,36-45,F,NZ European,1135,word_23453,298.257,0.07,7.3314,other,69.1983089904306
QB_NZ_F_560,STRUT,684,1644,36-45,F,NZ European,3200,word_11827,298.917,0.04,7.3314,labial,64.16287390236756
QB_NZ_F_560,DRESS,448,2123,36-45,F,NZ European,9931,word_38744,299.447,0.04,7.3314,other,65.45311631178218
QB_NZ_F_560,STRUT,497,1538,36-45,F,NZ European,3304,word_23074,299.857,0.06,7.3314,other,62.770534842990315
QB_NZ_F_560,NURSE,425,1842,36-45,F,NZ European,11943,word_20728,300.147,0.07,7.3314,velar,66.19103165364008
QB_NZ_F_560,STRUT,679,1688,36-45,F,NZ European,16880,word_43978,300.607,0.05,7.3314,other,64.85392838670136
QB_NZ_F_560,STRUT,662,1689,36-45,F,NZ European,16880,word_43978,300.897,0.06,7.3314,other,63.4466301940167
QB_NZ_F_560,DRESS,425,2203,36-45,F,NZ European,9931,word_38744,306.28,0.06,6.2378,other,67.60973354468517
QB_NZ_F_560,GOOSE,411,1804,36-45,F,NZ European,644,word_33933,308.75,0.06,6.2378,other,66.21467970936422
QB_NZ_F_560,STRUT,831,1612,36-45,F,NZ European,2405,word_41895,309.07,0.06,6.2378,other,65.27314937464999
QB_NZ_F_560,DRESS,410,2334,36-45,F,NZ European,9931,word_38744,312.545,0.07,5.1454,other,71.11286629977775
QB_NZ_F_560,KIT,473,1881,36-45,F,NZ European,1344,word_33297,313.165,0.03,5.1454,other,69.48046338149315
QB_NZ_F_560,STRUT,631,1578,36-45,F,NZ European,14049,word_24727,313.305,0.08,5.1454,other,67.781081132496
QB_NZ_F_560,THOUGHT,402,827,36-45,F,NZ European,4678,word_18969,313.845,0.2,5.1454,other,70.02230504376597
QB_NZ_F_560,STRUT,808,1569,36-45,F,NZ European,2405,word_41895,314.755,0.12,5.1454,other,66.71652303683409
QB_NZ_F_560,STRUT,852,1528,36-45,F,NZ European,237,word_12247,316.835,0.05,5.1454,other,68.17733994062405
QB_NZ_F_560,FLEECE,390,2406,36-45,F,NZ European,43071,word_21555,317.975,0.08,6.0241,labial,67.75446054509435
QB_NZ_F_560,KIT,495,1761,36-45,F,NZ European,1344,word_33297,319.075,0.03,6.0241,other,69.237185004301935
QB_NZ_F_560,THOUGHT,400,990,36-45,F,NZ European,11914,word_22132,319.935,0.06,6.0241,other,63.44836683382869
QB_NZ_F_560,STRUT,660,1436,36-45,F,NZ European,196,word_45984,320.995,0.12,6.0241,other,63.235639785346805
QB_NZ_F_560,DRESS,463,2066,36-45,F,NZ European,2467,word_14097,322.227,0.05,4.6763,other,72.84753857314605
QB_NZ_F_560,START,784,1542,36-45,F,NZ European,910,word_33136,325.847,0.13,4.6763,other,69.46669288868635
QB_NZ_F_560,GOOSE,384,2198,36-45,F,NZ European,7540,word_46896,326.785,0.03,6.4639,labial,64.97771509848972
QB_NZ_F_560,FLEECE,446,2334,36-45,F,NZ European,26215,word_38735,326.925,0.1,6.4639,labial,67.3341005959952
QB_NZ_F_560,LOT,663,1142,36-45,F,NZ European,437,word_16775,327.585,0.04,6.4639,labial,69.21870077633515
QB_NZ_F_560,GOOSE,378,2269,36-45,F,NZ European,7540,word_46896,327.865,0.03,6.4639,labial,62.945199763690496
QB_NZ_F_560,FLEECE,380,2445,36-45,F,NZ European,26215,word_38735,327.955,0.09,6.4639,labial,68.75057525314516
QB_NZ_F_560,LOT,617,1107,36-45,F,NZ European,12146,word_22143,328.165,0.17,6.4639,labial,66.8894505708082
QB_NZ_F_560,KIT,491,1901,36-45,F,NZ European,1344,word_33297,330.145,0.03,5.0676,other,71.13419213271568
QB_NZ_F_560,NURSE,456,2012,36-45,F,NZ European,855,word_39583,330.305,0.15,5.0676,other,68.32252936399986
QB_NZ_F_560,DRESS,425,2435,36-45,F,NZ European,669,word_22657,333.305,0.1,5.0676,other,69.20301206809309
QB_NZ_F_560,TRAP,600,1899,36-45,F,NZ European,103,word_39983,337.102,0.04,4.4521,velar,66.26906165580083
QB_NZ_F_560,KIT,473,1644,36-45,F,NZ European,4135,word_30322,337.422,0.05,4.4521,other,63.952450804607835
QB_NZ_F_560,DRESS,467,2332,36-45,F,NZ European,9931,word_38744,343.587,0.06,4.7809,other,67.52554349061437
QB_NZ_F_560,STRUT,733,1712,36-45,F,NZ European,987,word_18514,347.067,0.04,6.9091,other,69.17327930835272
QB_NZ_F_560,LOT,596,1131,36-45,F,NZ European,437,word_16775,348.087,0.07,6.9091,labial,69.15208249337577
QB_NZ_F_560,GOOSE,396,2173,36-45,F,NZ European,1113,word_25757,348.587,0.03,6.9091,other,69.63218134446282
QB_NZ_F_560,DRESS,456,2302,36-45,F,NZ European,33749,word_11962,356.202,0.07,5.4348,other,72.58503033836708
QB_NZ_F_560,DRESS,445,2143,36-45,F,NZ European,9931,word_38744,360.027,0.05,5.6856,other,65.23511994491307
QB_NZ_F_560,DRESS,481,2315,36-45,F,NZ European,1822,word_27072,360.367,0.08,5.6856,other,71.45711178011244
QB_NZ_F_560,START,820,1498,36-45,F,NZ European,910,word_33136,361.207,0.08,5.6856,other,65.83830516777505
QB_NZ_F_560,KIT,555,1840,36-45,F,NZ European,5677,word_32402,361.577,0.07,5.6856,velar,70.41214038611994
QB_NZ_F_560,DRESS,480,2317,36-45,F,NZ European,9931,word_38744,367.409,0.06,4.0146,other,68.59369985695992
QB_NZ_F_560,THOUGHT,477,1025,36-45,F,NZ European,4678,word_18969,367.609,0.14,4.0146,other,73.57235137410197
QB_NZ_F_560,START,790,1554,36-45,F,NZ European,1044,word_43646,368.269,0.09,4.0146,velar,67.17272088247437
QB_NZ_F_560,START,849,1689,36-45,F,NZ European,4944,word_12910,368.589,0.08,4.0146,other,70.61916952308569
QB_NZ_F_560,FOOT,519,1360,36-45,F,NZ European,4265,word_34079,373.6,0.07,5.0992,other,68.43520784191749
QB_NZ_F_560,THOUGHT,396,809,36-45,F,NZ European,780,word_16092,373.79,0.12,5.0992,velar,68.42071940369523
QB_NZ_F_560,THOUGHT,408,1166,36-45,F,NZ European,4678,word_18969,374.96,0.09,5.0992,other,64.89749533461077
QB_NZ_F_560,DRESS,454,2405,36-45,F,NZ European,33749,word_11962,379.376,0.12,5.4622,other,73.35431113312333
QB_NZ_F_560,DRESS,449,2213,36-45,F,NZ European,9931,word_38744,379.796,0.06,5.4622,other,70.19221596693804
QB_NZ_F_560,LOT,646,1168,36-45,F,NZ European,1467,word_28766,381.156,0.12,5.4622,other,73.11552767078184
QB_NZ_F_560,KIT,591,1693,36-45,F,NZ European,325,word_48813,382.446,0.06,5.4622,other,66.24372847714933
QB_NZ_F_560,FOOT,520,1492,36-45,F,NZ European,5428,word_22047,382.606,0.06,5.4622,velar,63.3188874262803
QB_NZ_F_560,NURSE,411,2050,36-45,F,NZ European,4090,word_42739,383.096,0.1,5.4622,other,67.21603650095443
QB_NZ_F_560,LOT,671,1216,36-45,F,NZ European,3080,word_43875,385.122,0.05,4.6196,other,73.37246656787401
QB_NZ_F_560,LOT,643,1095,36-45,F,NZ European,1467,word_28766,385.442,0.1,4.6196,other,73.46050009565546
QB_NZ_F_560,TRAP,589,2053,36-45,F,NZ European,498,word_19761,386.102,0.05,4.6196,other,70.8492746474561
QB_NZ_F_560,DRESS,459,2339,36-45,F,NZ European,33749,word_11962,386.862,0.07,4.6196,other,67.40215729186806
QB_NZ_F_560,TRAP,584,2168,36-45,F,NZ European,498,word_19761,387.062,0.08,4.6196,other,64.8210169045953
QB_NZ_F_560,STRUT,852,1598,36-45,F,NZ European,2405,word_41895,389.876,0.03,3.9823,other,67.82744142368628
QB_NZ_F_560,TRAP,657,2289,36-45,F,NZ European,2423,word_28369,394.047,0.04,5.7208,labial,69.41291900410135
QB_NZ_F_560,LOT,597,1372,36-45,F,NZ European,3080,word_43875,395.357,0.08,5.7208,other,64.859446961174
QB_NZ_F_560,STRUT,781,1517,36-45,F,NZ European,84,word_30203,396.057,0.07,5.7208,other,65.79829566788365
QB_NZ_F_560,KIT,498,1632,36-45,F,NZ European,8009,word_47876,396.347,0.03,5.7208,other,62.8684613917665
QB_NZ_F_560,FLEECE,489,2417,36-45,F,NZ European,26215,word_38735,396.807,0.11,5.7208,labial,63.94434913479268
QB_NZ_F_560,KIT,609,1906,36-45,F,NZ European,893,word_47105,397.437,0.09,5.7208,other,64.41578252953062
QB_NZ_F_560,TRAP,654,2262,36-45,F,NZ European,2423,word_28369,398.877,0.06,5.7208,labial,65.6735698715342
QB_NZ_F_560,LOT,578,1120,36-45,F,NZ European,12146,word_22143,403.08,0.11,6.3319,labial,68.33043870102027
QB_NZ_F_560,KIT,420,1711,36-45,F,NZ European,10234,word_14100,403.36,0.03,6.3319,other,63.980738983228406
QB_NZ_F_560,FLEECE,469,1895,36-45,F,NZ European,5242,word_35813,403.56,0.09,6.3319,other,66.004802885805
QB_NZ_F_560,FLEECE,500,2257,36-45,F,NZ European,2859,word_42368,404.01,0.08,6.3319,velar,69.18255746466689
QB_NZ_F_560,START,673,1696,36-45,F,NZ European,13670,word_21963,404.23,0.08,6.3319,labial,62.980870378195206
QB_NZ_F_560,LOT,503,1377,36-45,F,NZ European,12146,word_22143,404.85,0.06,6.3319,labial,64.32964087554959
QB_NZ_F_560,FLEECE,422,2472,36-45,F,NZ European,26215,word_38735,405.38,0.09,6.3319,labial,63.58400536594574
QB_NZ_F_560,NURSE,464,2014,36-45,F,NZ European,93,word_24848,408.231,0.18,5.305,other,67.64307200605734
QB_NZ_F_560,STRUT,742,1547,36-45,F,NZ European,1076,word_22263,409.801,0.06,5.305,other,73.3696433961332
QB_NZ_F_560,TRAP,560,2210,36-45,F,NZ European,17486,word_41148,410.081,0.2,5.305,other,69.3387543154083
QB_NZ_F_560,DRESS,430,2427,36-45,F,NZ European,1503,word_11168,410.621,0.19,5.305,labial,66.56460360214136
QB_NZ_F_560,GOOSE,448,1787,36-45,F,NZ European,2038,word_44765,411.825,0.05,5.7377,other,69.97683241648954
QB_NZ_F_560,STRUT,794,1597,36-45,F,NZ European,2405,word_41895,412.845,0.03,5.7377,other,66.68243482405282
QB_NZ_F_560,LOT,606,1131,36-45,F,NZ European,54,word_38726,414.415,0.11,5.7377,other,66.3460317844816
QB_NZ_F_560,STRUT,583,1626,36-45,F,NZ European,1747,word_45930,416.683,0.05,5.6122,labial,67.48590547638965
QB_NZ_F_560,FLEECE,452,2019,36-45,F,NZ European,13275,word_27042,417.083,0.06,5.6122,other,65.91272841298755
QB_NZ_F_560,START,856,1586,36-45,F,NZ European,254,word_42044,417.253,0.12,5.6122,velar,70.64612200222808
QB_NZ_F_560,START,803,1579,36-45,F,NZ European,4944,word_12910,417.713,0.24,5.6122,other,69.39569324219855
QB_NZ_F_560,LOT,679,1116,36-45,F,NZ European,1467,word_28766,418.943,0.11,5.6122,other,68.98804748319728
QB_NZ_F_560,LOT,657,1185,36-45,F,NZ European,759,word_12195,421.53,0.08,4,other,66.25754519180545
QB_NZ_F_560,KIT,407,1607,36-45,F,NZ European,99820,word_25513,421.78,0.03,4,other,61.59228242759543
QB_NZ_F_560,KIT,558,1623,36-45,F,NZ European,8009,word_47876,425.488,0.06,5.8091,other,66.14778421771736
QB_NZ_F_560,FLEECE,421,2555,36-45,F,NZ European,43071,word_21555,426.448,0.06,5.8091,labial,64.43888807323782
QB_NZ_F_560,KIT,501,1625,36-45,F,NZ European,1344,word_33297,426.628,0.03,5.8091,other,66.15981871626735
QB_NZ_F_560,TRAP,599,2209,36-45,F,NZ European,827,word_10844,426.858,0.22,5.8091,other,69.74809438703632
QB_NZ_F_560,DRESS,412,2501,36-45,F,NZ European,750,word_48814,427.67,0.07,7.6628,labial,64.00798601545516
QB_NZ_F_560,FLEECE,388,2387,36-45,F,NZ European,43071,word_21555,429.42,0.07,7.6628,other,64.14918588342341
QB_NZ_F_560,KIT,651,1650,36-45,F,NZ European,344,word_47086,429.59,0.07,7.6628,labial,62.845539787072056
QB_NZ_F_560,GOOSE,423,1955,36-45,F,NZ European,628,word_35608,433.979,0.06,4.0541,other,62.89001002918103
QB_NZ_F_560,DRESS,408,2237,36-45,F,NZ European,644,word_33053,437.214,0.1,5.1587,labial,69.16504579996345
QB_NZ_F_560,FOOT,507,1290,36-45,F,NZ European,2127,word_44053,442.354,0.05,4.3478,velar,66.42516277360363
QB_NZ_F_560,LOT,619,1523,36-45,F,NZ European,1286,word_36368,442.554,0.07,4.3478,labial,71.00574793006341
QB_NZ_F_560,GOOSE,441,2158,36-45,F,NZ European,1286,word_36368,442.884,0.03,4.3478,other,71.00574793006341
QB_NZ_F_560,TRAP,604,2121,36-45,F,NZ European,17657,word_14675,444.414,0.09,4.3478,velar,68.87013473321551
